FilmID,Title,ReleaseDate,DirectorID,StudioID,CountryID,LanguageID,GenreID,RunTimeMinutes,CertificateID,BudgetDollars,BoxOfficeDollars,OscarNominations,OscarWins
318,Despicable Me,09-07-2010,141,124,241,1,11,95,1,69000000,543200000,0,0
319,How to Train Your Dragon,26-03-2010,162,8,241,1,11,98,2,165000000,494900000,2,0
320,Avatar,17-12-2009,15,70,241,1,3,161,4,237000000,2788000000,9,3
321,Harry Potter and the Half-Blood Prince,15-07-2009,19,47,240,1,12,153,4,250000000,934400000,1,0
322,Ice Age: Dawn of the Dinosaurs,01-07-2009,163,4,241,1,11,94,1,90000000,886700000,0,0
323,Transformers: Revenge of the Fallen,19-06-2009,18,46,241,1,3,150,4,200000000,836300000,1,0
324,2012,13-11-2009,42,57,241,1,25,158,4,200000000,769700000,0,0
325,Up,29-05-2009,46,10,241,1,11,96,1,175000000,731400000,5,2
326,The Twilight Saga: New Moon,20-11-2009,164,125,241,1,28,130,4,50000000,709700000,0,0
327,Sherlock Holmes,26-12-2009,165,52,240,1,18,128,4,90000000,524000000,2,0
328,Angels & Demons,15-05-2009,40,20,241,1,18,138,5,150000000,485900000,0,0
329,The Hangover,05-06-2009,75,43,241,1,7,100,5,35000000,467500000,0,0
330,The Dark Knight,24-07-2008,27,43,241,1,4,152,4,185000000,1005000000,8,2
332,Kung Fu Panda,06-06-2008,166,8,241,1,11,92,2,130000000,631700000,1,0
333,Hancock,02-07-2008,167,128,241,1,4,92,4,150000000,624300000,0,0
334,Mamma Mia!,30-06-2008,168,129,240,1,20,109,2,52000000,609800000,0,0
335,Madagascar: Escape 2 Africa,07-11-2008,151,8,241,1,11,89,2,150000000,602300000,0,0
336,Quantum of Solace,31-10-2008,169,51,240,1,9,106,4,200000000,586100000,0,0
337,Iron Man,02-05-2008,160,53,241,1,4,126,4,140000000,585200000,2,0
338,WALL-E,27-06-2008,170,10,241,1,11,98,1,180000000,521300000,6,1
339,The Chronicles of Narnia: Prince Caspian,16-05-2008,67,3,240,1,12,150,2,225000000,419700000,0,0
340,National Treasure: Book of Secrets,21-12-2007,171,17,241,1,8,124,2,130000000,457400000,0,0
341,Frost/Nixon,15-10-2008,40,20,241,1,2,122,5,25000000,27400000,5,0
342,Ice Age: The Meltdown,31-03-2006,163,4,241,1,11,91,1,80000000,660900000,0,0
343,Night at the Museum,22-12-2006,172,28,241,1,8,108,2,110000000,574500000,0,0
344,Cars,09-06-2006,156,10,241,1,11,116,2,120000000,462000000,2,0
345,Happy Feet,17-11-2006,173,49,261,1,11,108,1,100000000,384300000,1,1
346,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",08-12-2005,67,63,240,1,12,145,2,180000000,745000000,3,1
347,Madagascar,27-05-2005,151,8,241,1,11,86,1,75000000,532700000,0,0
348,Hitch,11-02-2005,174,130,241,1,6,118,4,70000000,368100000,0,0
349,The Incredibles,05-11-2004,24,10,241,1,11,115,1,92000000,633000000,4,2
350,Meet the Fockers,22-12-2004,175,131,241,1,7,115,4,80000000,516000000,0,0
351,Shark Tale,01-10-2004,176,8,241,1,11,90,1,75000000,367300000,1,0
352,Finding Nemo,30-05-2003,170,10,241,1,11,100,1,94000000,940300000,4,1
353,Terminator 3: Rise of the Machines,02-07-2003,177,132,241,1,3,109,4,187300000,433400000,0,0
354,Bad Boys II,18-07-2003,18,17,241,1,4,147,5,130000000,273300000,0,0
355,Signs,02-08-2002,62,7,241,1,18,107,4,72000000,408200000,0,0
356,Ice Age,15-03-2002,163,4,241,1,11,81,1,59000000,383300000,1,0
357,My Big Fat Greek Wedding,19-04-2002,184,135,262,1,7,95,2,5000000,368700000,1,0
358,The Mummy Returns,04-05-2001,186,137,241,1,8,130,3,98000000,433000000,0,0
359,Jurassic Park III,18-07-2001,187,41,241,1,8,92,2,93000000,368800000,0,0
360,Hannibal,09-02-2001,51,96,241,1,9,132,6,87000000,351600000,0,0
361,What Women Want,15-12-2000,188,25,241,1,7,127,3,70000000,374111707,0,0
362,Dinosaur,19-05-2000,189,3,241,1,11,82,2,127500000,349800000,0,0
363,How the Grinch Stole Christmas,17-11-2000,40,20,241,1,7,104,2,123000000,345100000,3,1
364,Meet the Parents,06-10-2000,175,131,241,1,7,108,3,55000000,330400000,1,0
365,What Lies Beneath,21-07-2000,20,9,241,1,10,130,5,100000000,291400000,0,0
366,Toy Story 2,24-11-1999,156,10,241,1,11,95,1,90000000,497400000,1,0
367,Tarzan,16-06-1999,190,3,241,1,11,88,1,130000000,448200000,1,1
368,The Mummy,07-05-1999,186,137,241,1,8,125,3,80000000,415900000,1,0
369,Notting Hill,21-05-1999,191,104,240,1,27,124,5,43000000,363889678,0,0
370,Austin Powers: The Spy Who Shagged Me,11-06-1999,175,138,241,1,7,96,3,33000000,312000000,1,0
371,Godzilla,20-05-1998,42,57,241,1,3,139,2,130000000,379000000,0,0
372,There's Something About Mary,15-07-1998,192,4,241,1,7,119,5,23000000,369900000,0,0
373,A Bug's Life,25-11-1998,156,10,241,1,11,95,1,120000000,363300000,1,0
374,Mulan,19-06-1998,193,3,241,1,11,87,1,90000000,304300000,1,0
375,Dr. Dolittle,26-06-1998,194,68,241,1,7,85,2,70500000,294400000,0,0
376,Shakespeare in Love,03-12-1998,195,69,240,1,27,123,5,25000000,289300000,13,7
377,The Lost World: Jurassic Park,23-05-1997,4,41,241,1,8,129,2,73000000,618600000,1,0
378,Air Force One,25-07-1997,25,7,241,1,9,124,5,85000000,315100000,2,0
380,Liar Liar,21-03-1997,16,20,241,1,7,88,3,45000000,302700000,0,0
381,My Best Friend's Wedding,20-06-1997,196,139,241,1,27,104,3,38000000,299300000,1,0
382,The Full Monty,29-08-1997,197,33,240,1,7,91,5,3500000,258000000,4,1
383,Twister,17-05-1996,198,41,241,1,25,113,2,92000000,494400000,2,0
384,The Hunchback of Notre Dame,21-06-1996,199,3,241,1,11,91,1,100000000,325300000,1,0
385,101 Dalmatians,27-11-1996,200,3,241,1,26,103,1,75000000,320600000,0,0
386,Ransom,08-11-1996,40,7,241,1,9,121,5,80000000,309500000,0,0
387,The Nutty Professor,28-06-1996,16,20,241,1,7,95,3,54000000,274000000,1,1
388,Jerry Maguire,13-12-1996,201,77,241,1,2,139,5,50000000,273600000,5,1
389,Eraser,21-06-1996,202,140,241,1,4,114,5,100000000,242300000,1,0
390,Toy Story,22-11-1995,156,10,241,1,11,81,2,30000000,373600000,3,0
391,Pocahontas,23-06-1995,203,3,241,1,11,82,1,55000000,346100000,2,2
392,Batman Forever,16-06-1995,204,104,241,1,4,122,3,100000000,336500000,3,0
393,Casper,26-05-1995,205,41,241,1,7,101,2,55000000,287900000,0,0
394,Jumanji,15-12-1995,187,141,241,1,8,104,2,65000000,262800000,0,0
395,The Lion King,15-06-1994,379,3,241,1,11,88,1,45000000,968500000,4,2
396,The Mask,29-07-1994,202,142,241,1,7,101,2,23000000,351600000,1,0
397,Speed,10-06-1994,198,143,241,1,4,115,5,30000000,350400000,3,2
398,The Flintstones,27-05-1994,208,41,241,1,7,91,1,46000000,341600000,0,0
399,Dumb and Dumber,16-12-1994,192,144,241,1,7,107,3,17000000,247000000,0,0
400,Donnie Brasco,28-02-1997,26,33,241,1,14,126,6,35000000,124900000,1,0
401,Interview with the Vampire: The Vampire Chronicles,11-11-1994,209,145,241,1,10,122,6,60000000,223700000,2,0
403,Mrs. Doubtfire,24-11-1993,41,146,241,1,7,125,3,25000000,441300000,1,1
404,The Firm,30-06-1993,210,68,241,1,9,154,5,42000000,270248367,2,0
405,Indecent Proposal,07-04-1993,211,2,241,1,2,118,5,38000000,266600000,0,0
406,Sleepless in Seattle,25-06-1993,212,147,241,1,6,105,2,21000000,227800000,2,0
407,Philadelphia,22-12-1993,213,147,241,1,2,126,3,26000000,206700000,5,2
408,The Pelican Brief,17-12-1993,214,6,241,1,9,141,3,45000000,195300000,0,0
409,Aladdin,25-11-1992,215,3,241,1,11,90,1,28000000,504100000,5,2
410,The Bodyguard,25-11-1992,216,27,241,1,9,129,5,25000000,411000000,2,0
411,Home Alone 2: Lost in New York,20-11-1992,41,148,241,1,26,120,2,20000000,359000000,0,0
412,Basic Instinct,08-05-1992,72,15,241,1,9,128,6,49000000,352900000,2,0
413,Batman Returns,19-06-1992,28,104,241,1,4,126,2,80000000,266800000,2,0
414,A Few Good Men,11-12-1992,217,149,241,1,2,138,5,40000000,243200000,4,0
415,Sister Act,29-05-1992,218,7,241,1,7,100,2,31000000,231600000,0,0
416,Bram Stoker's Dracula,13-11-1992,219,5,241,1,10,128,6,40000000,215900000,4,3
417,Wayne's World,14-02-1992,220,2,241,1,7,95,2,20000000,183100000,0,0
418,Beauty and the Beast,22-11-1991,199,3,241,1,11,84,1,25000000,425000000,6,2
419,Hook,11-12-1991,4,41,241,1,8,144,1,70000000,300900000,5,0
420,The Silence of the Lambs,14-02-1991,213,150,241,1,9,118,6,19000000,272700000,7,5
421,JFK,20-12-1991,221,65,241,1,9,188,5,40000000,205400000,8,2
422,The Addams Family,22-11-1991,31,151,241,1,7,99,2,30000000,191500000,1,0
423,Cape Fear,13-11-1991,9,41,241,1,9,128,6,35000000,182300000,2,0
424,Hot Shots!,31-07-1991,222,4,241,1,7,84,3,26000000,181100000,0,0
425,City Slickers,07-06-1991,223,149,241,1,7,112,3,26000000,179033791,1,1
426,Ghost,13-07-1990,224,2,241,1,6,127,3,22000000,505700000,5,2
427,Home Alone,16-11-1990,41,148,241,1,7,102,2,18000000,476700000,2,0
428,Pretty Woman,23-03-1990,225,7,241,1,6,119,5,14000000,463400000,1,0
430,Teenage Mutant Ninja Turtles,30-03-1990,226,103,241,1,4,93,2,13500000,201900000,0,0
431,Batman,23-06-1989,28,104,241,1,4,126,3,35000000,411300000,1,1
432,Look Who's Talking,13-10-1989,227,147,241,1,7,96,3,7500000,297000000,0,0
433,Dead Poets Society,02-06-1989,36,7,241,1,2,128,2,16400000,235800000,4,1
434,"Honey, I Shrunk the Kids",23-06-1989,187,3,241,1,8,94,1,18000000,222700000,0,0
435,Ghostbusters II,16-06-1989,94,5,241,1,7,108,2,37000000,215400000,0,0
436,The Little Mermaid,17-11-1989,215,3,241,1,11,82,1,40000000,211300000,3,2
437,Born on the Fourth of July,20-12-1989,221,1,241,1,19,145,6,14000000,161000000,8,2
438,Rain Man,16-12-1988,228,22,241,1,2,133,5,25000000,354800000,8,4
439,Coming to America,29-06-1988,229,152,241,1,7,117,5,39000000,288752301,2,0
440,Big,03-12-1988,230,77,241,1,7,104,3,18000000,151700000,2,0
441,Crocodile Dundee II,25-05-1988,231,2,261,1,8,112,2,14000000,239600000,0,0
442,The Naked Gun: From the Files of Police Squad!,02-12-1988,232,2,241,1,7,85,5,12000000,78800000,0,0
443,Cocktail,29-07-1988,233,7,241,1,6,103,5,20000000,171500000,0,0
444,Beetlejuice,30-03-1988,28,145,241,1,7,92,5,15000000,73700000,1,1
445,Three Men and a Baby,25-11-1987,99,7,241,1,7,104,2,16000000,168800000,0,0
446,Fatal Attraction,18-09-1987,211,2,241,1,9,119,6,14000000,320100000,6,0
447,Beverly Hills Cop II,20-05-1987,78,2,241,1,4,103,5,20000000,300000000,1,0
448,"Good Morning, Vietnam",23-12-1987,228,7,241,1,7,120,5,13000000,123900000,1,0
449,Moonstruck,18-12-1987,234,11,241,1,6,102,2,15000000,91640528,6,3
450,The Secret of My Success,10-04-1987,235,153,241,1,7,111,2,18000000,110996879,0,0
451,Stakeout,05-08-1987,236,7,241,1,7,117,5,14500000,65673233,0,0
452,The Witches of Eastwick,12-06-1987,173,154,241,1,7,118,6,22000000,63800000,2,0
453,Top Gun,16-05-1986,78,2,241,1,4,110,5,15000000,356800000,4,1
454,Crocodile Dundee,26-09-1986,237,155,261,1,7,98,5,8800000,328000000,1,0
455,Platoon,19-12-1986,221,106,241,1,5,120,5,6000000,138500000,8,4
456,"The Karate Kid, Part II",20-06-1986,238,5,241,1,2,113,2,13000000,115100000,1,0
458,The Golden Child,12-12-1986,239,152,241,1,8,94,2,25000000,79800000,0,0
460,Ferris Bueller's Day Off,11-06-1986,240,2,241,1,7,103,5,5800000,70100000,0,0
461,Rambo: First Blood Part II,22-05-1985,241,15,241,1,4,96,5,25500000,300400000,1,0
462,Rocky IV,27-11-1985,242,22,241,1,22,91,2,28000000,300400000,0,0
463,The Color Purple,18-12-1985,4,41,241,1,2,153,5,15000000,142000000,11,0
464,Out Of Africa,18-12-1985,210,156,241,1,6,161,2,28000000,128500000,11,7
465,Cocoon,21-06-1985,40,4,241,1,3,117,2,17500000,85300000,2,2
466,The Jewel of the Nile,11-12-1985,243,4,241,1,8,107,2,25000000,96700000,0,0
468,The Goonies,07-06-1985,30,41,241,1,8,114,2,19000000,61500000,0,0
469,Spies Like Us,06-12-1985,229,6,241,1,7,102,2,22000000,60000000,0,0
470,Beverly Hills Cop,05-12-1984,244,152,241,1,4,105,5,15000000,316400000,1,0
472,Gremlins,08-06-1984,245,41,241,1,7,106,5,11000000,153100000,0,0
473,The Karate Kid,22-06-1984,238,5,241,1,2,127,2,8000000,90800000,1,0
474,Police Academy,23-03-1984,246,94,241,1,7,96,5,4500000,146000000,0,0
475,Footloose,17-02-1984,235,2,241,1,2,110,5,8200000,80000000,2,0
476,Romancing the Stone,30-03-1984,20,4,241,1,8,106,3,10000000,86500000,1,0
477,Terms of Endearment,09-12-1983,247,2,241,1,2,132,5,8000000,108400000,11,5
478,Flashdance,15-04-1983,211,104,241,1,2,98,5,7000000,201500000,4,1
479,Trading Places,10-06-1983,229,152,241,1,7,116,5,15000000,90400000,1,0
480,WarGames,03-06-1983,236,22,241,1,9,114,2,12000000,79600000,3,0
481,Sudden Impact,09-12-1983,10,6,241,1,9,117,6,22000000,67642693,0,0
482,Staying Alive,15-07-1983,242,2,241,1,2,93,2,22000000,64800000,0,0
485,Tootsie,17-12-1982,210,156,241,1,7,116,5,21000000,177200000,10,1
486,An Officer and a Gentleman,13-08-1982,248,157,241,1,2,122,5,6000000,129800000,6,2
487,Rocky III,28-05-1982,242,22,241,1,22,100,2,17000000,270000000,1,0
488,Porky's,16-04-1982,249,158,262,1,7,98,6,25000000,105000000,0,0
489,48 Hrs.,08-12-1982,250,2,241,1,4,96,6,12000000,78900000,0,0
490,Poltergeist,04-06-1982,251,11,241,1,10,114,5,10700000,121700000,3,0
492,Annie,18-06-1982,252,153,241,1,20,128,1,50000000,57000000,2,0
494,Superman II,09-04-1981,313,83,240,1,4,127,2,54000000,190400000,0,0
495,Arthur,17-07-1981,253,151,241,1,7,97,5,7000000,95461682,4,2
497,The Cannonball Run,19-06-1981,254,103,241,1,7,95,2,18000000,72179579,0,0
498,Chariots of Fire,30-03-1981,255,97,240,1,22,124,1,5500000,59000000,7,4
500,Time Bandits,10-07-1981,256,159,240,1,12,113,2,5000000,42365581,0,0
501,9 to 5,19-12-1980,257,4,241,1,7,110,1,10000000,103290500,1,0
502,Stir Crazy,12-12-1980,258,5,241,1,7,111,5,10000000,101300000,0,0
503,Airplane!,02-07-1980,222,2,241,1,7,87,5,3500000,130000000,0,0
504,Any Which Way You Can,17-12-1980,259,31,241,1,4,116,2,15000000,70700000,0,0
505,Private Benjamin,10-10-1980,260,6,241,1,7,109,5,15000000,69847348,3,0
507,Smokey and the Bandit II,15-08-1980,254,153,241,1,7,100,2,17000000,66100000,0,0
509,The Blues Brothers,20-06-1980,229,1,241,1,7,132,5,30000000,115200000,0,0
510,Kramer vs. Kramer,19-12-1979,261,5,241,1,2,105,2,8000000,106260000,9,5
511,The Amityville Horror,27-07-1979,262,96,241,1,10,118,5,4700000,86400000,1,0
512,Rocky II,15-06-1979,242,22,241,1,2,119,2,7000000,200100000,0,0
513,Apocalypse Now,15-08-1979,219,160,241,1,5,153,6,31500000,150000000,8,2
514,10,05-10-1979,263,151,241,1,27,122,6,7000000,74800000,2,0
515,The Jerk,14-12-1979,264,1,241,1,7,94,5,4000000,73700000,0,0
516,The Muppet Movie,31-05-1979,265,161,241,1,26,97,1,8000000,76600000,2,0
517,Grease,16-06-1978,266,2,241,1,20,110,2,6000000,395000000,1,0
518,National Lampoon's Animal House,28-07-1978,229,1,241,1,7,109,5,3000000,141600000,0,0
519,Every Which Way but Loose,20-12-1978,267,31,241,1,4,114,5,5000000,85000000,0,0
522,Jaws 2,16-06-1978,268,1,241,1,9,116,2,20000000,208900000,0,0
523,Dawn of the Dead,01-09-1978,269,162,241,1,10,127,6,1500000,55000000,0,0
524,Revenge of the Pink Panther,19-07-1978,263,163,240,1,7,98,2,12000000,49500000,0,0
525,The Deer Hunter,08-12-1978,270,164,241,1,2,183,6,15000000,49000000,9,5
526,Smokey and the Bandit,27-05-1977,254,153,241,1,7,96,2,4300000,300000000,1,0
527,Close Encounters of the Third Kind,16-11-1977,4,164,241,1,3,135,2,20000000,303800000,8,1
529,Saturday Night Fever,14-12-1977,236,2,241,1,2,118,6,3500000,237100000,1,0
531,A Bridge Too Far,15-06-1977,101,165,240,1,5,176,5,25000000,50750000,0,0
532,The Deep,17-06-1977,271,164,241,1,8,124,5,9000000,47300000,1,0
533,Annie Hall,20-04-1977,272,22,241,1,27,93,5,4000000,38300000,5,4
534,Rocky,21-11-1976,238,22,241,1,2,119,2,1100000,225000000,10,3
537,All the President's Men,09-04-1976,214,6,241,1,9,138,5,8500000,70600000,8,4
538,The Omen,06-06-1976,30,4,241,1,10,111,6,2800000,60900000,2,1
540,Silver Streak,08-12-1976,273,4,241,1,7,114,2,6500000,51100000,1,0
541,The Enforcer,22-12-1976,267,6,241,1,4,96,6,9000000,46236000,0,0
542,Midway,18-06-1976,274,1,241,1,5,131,2,3000000,43200000,0,0
543,Jaws,20-06-1975,4,1,241,1,9,124,2,9000000,470700000,4,3
544,The Rocky Horror Picture Show,14-08-1975,275,4,240,1,20,100,5,1400000,140200000,0,0
545,One Flew Over the Cuckoo's Nest,19-11-1975,276,22,241,1,2,133,6,3000000,109000000,9,5
546,Dog Day Afternoon,21-09-1975,277,6,241,1,14,125,5,1800000,50000000,6,1
547,Shampoo,11-02-1975,278,5,241,1,2,110,6,4000000,60000000,4,1
548,The Return of the Pink Panther,21-05-1975,263,22,240,1,7,114,1,5000000,41800000,0,0
553,Blazing Saddles,07-02-1974,279,6,241,1,7,92,5,2600000,119600000,3,0
554,The Towering Inferno,14-12-1974,100,4,241,1,25,165,5,14300000,139700000,8,3
556,Young Frankenstein,15-12-1974,279,4,241,1,7,105,5,2780000,86200000,2,0
557,Earthquake,15-11-1974,281,1,241,1,25,121,2,7000000,79666653,4,1
558,The Godfather Part II,12-12-1974,219,2,241,1,14,202,6,13000000,57300000,11,6
559,Airport 1975,18-10-1974,274,1,241,1,25,106,2,3000000,47285152,0,0
561,The Longest Yard,21-08-1974,282,2,241,1,7,121,5,2900000,43008075,1,0
563,The Sting,26-12-1973,283,1,241,1,14,129,2,5500000,159600000,10,7
564,The Exorcist,26-12-1973,284,6,241,1,10,121,6,12000000,441300000,10,2
565,American Graffiti,02-08-1973,7,13,241,1,2,112,2,777000,140000000,5,0
566,Papillon,16-12-1973,285,5,241,1,14,150,5,13500000,53267000,1,0
568,Magnum Force,25-12-1973,443,31,241,1,4,124,6,,44680473,0,0
570,Robin Hood,08-11-1973,287,3,241,1,11,83,1,5000000,32000000,1,0
572,The Godfather,24-03-1972,219,2,241,1,14,177,6,7000000,245100000,11,3
573,The Poseidon Adventure,12-12-1972,288,4,241,1,25,117,2,4700000,127300000,8,1
576,Deliverance,30-07-1972,289,6,241,1,9,110,6,2000000,4610000,3,0
578,Cabaret,13-02-1972,290,166,241,1,20,124,5,2285000,42765000,10,8
582,Fiddler on the Roof,03-11-1971,234,167,241,1,20,179,1,9000000,83300000,8,3
583,The French Connection,09-10-1971,284,4,241,1,14,104,6,1800000,51700000,8,5
584,Dirty Harry,23-12-1971,291,31,241,1,9,102,6,4000000,36000000,0,0
588,A Clockwork Orange,19-12-1971,292,168,240,1,2,136,6,2200000,26600000,4,0
589,Bedknobs and Broomsticks,07-10-1971,293,3,240,1,8,117,1,20000000,18530000,5,1
590,Love Story,16-12-1970,273,2,241,1,6,100,2,2200000,136400000,7,1
591,Airport,05-03-1970,294,1,241,1,25,137,2,10200000,100500000,10,1
592,MASH,25-01-1970,295,4,241,1,7,116,5,,,5,1
593,Patton,02-04-1970,285,4,241,1,19,170,2,12600000,61800000,10,7
598,Tora! Tora! Tora!,23-09-1970,297,4,118,1,5,144,1,25500000,29500000,5,1
600,Butch Cassidy and the Sundance Kid,24-10-1969,283,4,241,1,1,110,2,6000000,102300000,7,4
601,Midnight Cowboy,25-05-1969,298,22,241,1,2,113,6,3200000,44800000,7,3
602,Easy Rider,14-07-1969,299,5,241,1,2,95,6,360000,60000000,2,0
605,Paint Your Wagon,15-10-1969,300,31,241,1,20,154,2,20000000,31678778,1,0
606,True Grit,11-06-1969,301,2,241,1,1,128,1,,43700000,2,1
609,2001: A Space Odyssey,03-04-1968,292,240,240,1,3,142,1,12000000,190000000,4,1
611,The Love Bug,24-12-1968,293,3,241,1,7,108,1,5000000,51264000,0,0
612,The Odd Couple,02-05-1968,302,2,241,1,7,105,2,1200000,44527234,2,0
613,Bullitt,17-10-1968,271,6,241,1,14,113,5,5500000,42300000,2,1
614,Romeo and Juliet,08-10-1968,303,96,240,1,6,138,2,850000,38900000,4,2
615,Oliver!,26-09-1968,304,5,240,1,20,153,1,10000000,77400000,11,5
617,Planet of the Apes,03-04-1968,285,4,241,1,3,112,2,5800000,33400000,2,0
618,The Graduate,21-12-1967,306,22,241,1,7,105,5,3000000,104900000,7,1
619,The Jungle Book,18-10-1967,287,3,241,1,11,78,1,4000000,205800000,1,0
621,Bonnie and Clyde,13-08-1967,307,6,241,1,14,111,6,2500000,70000000,10,2
622,The Dirty Dozen,15-06-1967,282,11,241,1,5,150,5,5400000,45300000,4,1
627,Night of the Living Dead,01-10-1968,269,162,241,1,10,96,5,114000,30000000,0,0
633,"The Good, the Bad and the Ugly",15-12-1966,308,34,264,12,1,177,6,1200000,25100000,0,0
636,Grand Prix,21-12-1966,309,11,241,1,22,179,2,9000000,20800000,3,3
638,The Sound of Music,02-03-1965,89,4,241,1,20,174,1,8200000,286200000,10,5
639,Doctor Zhivago,22-12-1965,310,11,240,1,6,193,5,11000000,111700000,10,5
644,What's New Pussycat?,22-06-1965,311,22,241,1,7,108,5,,18820000,1,0
646,Von Ryan's Express,23-06-1965,281,4,241,1,5,117,2,5760000,17111111,1,0
647,Mary Poppins,27-08-1964,293,3,241,1,20,139,1,,102300000,13,5
648,My Fair Lady,09-11-1964,312,6,241,1,20,170,1,17000000,72000000,12,8
650,A Fistful of Dollars,12-09-1964,308,34,264,12,1,99,5,225000,14500000,0,0
652,A Shot in the Dark,23-06-1964,263,167,240,1,7,102,2,,12368234,0,0
653,A Hard Day's Night,06-07-1964,313,22,240,1,20,87,1,200000,12299668,2,0
655,Cleopatra,12-06-1963,314,4,241,1,13,248,2,31100000,57800000,9,4
656,How the West Was Won,20-02-1963,315,11,241,1,1,164,1,14483000,50000000,8,3
657,"It's a Mad, Mad, Mad, Mad World",07-11-1963,316,22,241,1,7,210,1,9400000,60000000,6,1
660,The Sword in the Stone,25-12-1963,287,3,241,1,11,79,1,3000000,22200000,1,0
662,The Birds,28-03-1963,317,169,241,1,10,119,5,3300000,11400000,1,0
664,Lawrence of Arabia,10-12-1962,310,170,240,1,19,222,2,15000000,70000000,10,7
665,The Longest Day,25-09-1962,318,4,241,1,5,178,2,7750000,50100000,5,2
669,Mutiny on the Bounty,08-11-1962,319,11,241,1,13,185,5,19000000,13680000,7,0
670,To Kill a Mockingbird,25-12-1962,320,1,241,1,2,129,2,2000000,13100000,8,3
674,West Side Story,18-10-1961,89,167,241,1,20,152,2,6000000,43700000,11,10
675,The Guns of Navarone,27-04-1961,321,5,240,1,5,158,2,6000000,28900000,7,1
676,El Cid,06-12-1961,322,171,241,1,13,184,1,6200000,30000000,3,0
677,The Absent-Minded Professor,16-03-1961,293,3,241,1,7,97,1,,25400000,3,0
678,The Parent Trap,21-06-1961,323,3,241,1,7,128,1,,25100000,2,0
679,La Dolce Vita,05-02-1960,324,172,264,12,7,174,5,,19500000,4,1
682,One Hundred and One Dalmatians,25-01-1961,287,3,241,1,11,79,1,4000000,215800000,0,0
684,Spartacus,07-10-1960,292,173,241,1,13,184,2,12000000,60000000,6,4
685,Psycho,16-06-1960,317,174,241,1,10,109,5,806947,50000000,4,0
687,Swiss Family Robinson,21-12-1960,318,3,241,1,8,126,1,4000000,40000000,0,0
688,The Alamo,24-10-1960,325,22,241,1,5,167,1,12000000,17260000,7,1
691,Ocean's 11,10-08-1960,319,6,241,1,7,127,2,2800000,5650000,0,0
694,Ben-Hur,18-11-1959,326,11,241,1,2,212,2,15200000,146900000,12,11
695,Sleeping Beauty,29-01-1959,287,3,241,1,11,75,1,6000000,51600000,1,0
696,North by Northwest,28-07-1959,317,11,241,1,9,136,2,4326000,9800000,3,0
697,Some Like It Hot,29-03-1959,327,167,241,1,27,121,1,2900000,40000000,6,1
702,Rio Bravo,18-03-1959,328,6,241,1,1,141,2,,12535000,0,0
704,South Pacific,19-03-1958,300,4,241,1,20,171,1,5610000,36800000,3,1
706,Cat on a Hot Tin Roof,20-09-1958,329,11,241,1,2,107,5,,,6,0
709,The Vikings,28-06-1958,297,22,241,1,8,116,2,3500000,6000000,0,0
710,Vertigo,09-05-1958,317,2,241,1,9,128,2,2500000,7300000,2,0
714,The Bridge on the River Kwai,02-10-1957,310,170,240,1,5,161,1,2800000,30600000,8,7
717,Old Yeller,25-12-1957,293,3,241,1,2,83,1,,6250000,0,0
721,A Farewell to Arms,14-12-1957,330,175,241,1,2,152,5,4300000,20000000,1,0
722,Gunfight at the O.K. Corral,30-05-1957,331,2,241,1,1,122,2,2000000,10700000,2,0
724,The Ten Commandments,05-10-1956,127,144,241,1,12,220,1,13200000,80000000,7,1
726,War and Peace,21-08-1956,332,96,241,1,2,208,2,6000000,12500000,3,0
727,The King and I,28-06-1956,333,4,241,1,20,133,1,4550000,21300000,9,5
728,The Searchers,13-03-1956,315,6,241,1,1,119,1,3750000,37500000,0,0
731,High Society,17-07-1956,334,176,241,1,20,111,1,2762000,8258000,2,0
736,Oklahoma!,11-10-1955,335,37,241,1,20,145,1,5000000,7100000,4,2
737,Guys and Dolls,03-11-1955,314,11,241,1,20,150,1,5500000,20000000,4,0
738,Lady and the Tramp,22-06-1955,336,3,241,1,11,75,1,4000000,93600000,0,0
744,"20,000 Leagues Under the Sea",23-12-1954,297,3,241,1,8,127,1,5000000,28200000,3,2
753,The Robe,16-09-1953,337,4,241,1,2,135,1,4100000,36000000,5,2
754,From Here to Eternity,05-08-1953,335,5,241,1,2,118,2,2500000,30500000,13,8
755,Shane,23-04-1953,338,2,241,1,1,118,2,3100000,20000000,6,1
757,Peter Pan,05-02-1953,336,3,241,1,11,76,1,4000000,87400000,0,0
761,Gentlemen Prefer Blondes,15-07-1953,328,4,241,1,20,91,1,2260000,5300000,0,0
766,Ivanhoe,31-07-1952,339,11,240,1,8,106,1,3842000,10878000,3,0
767,Singin' in the Rain,11-04-1952,340,11,241,1,20,103,1,2500000,12400000,2,0
769,Moulin Rouge,23-12-1952,252,177,240,1,2,119,2,1500000,5000000,7,2
774,Alice in Wonderland,26-06-1951,336,3,241,1,11,75,1,3000000,5232000,1,0
776,A Streetcar Named Desire,18-09-1951,341,6,241,1,2,122,5,1800000,8000000,12,4
779,The African Queen,23-12-1951,252,170,241,1,8,105,1,1000000,10750000,4,1
781,Strangers on a Train,30-06-1951,317,178,241,1,9,101,2,1200000,7000000,1,0
783,Cinderella,04-03-1950,336,3,241,1,11,75,1,2900000,263600000,3,0
